"title","url","stars","name","reviewUrl","text"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","1",,,"First impression disituuuu, juelekk puolll
di IGD pesen kelas 2 sesuai bpjs, malah dikasi kelas 3 mana di ruang isolasi padahal mama saya cuma dehidrasi sedang sama indikasi ISPA, pulang pulang malah disuruh periksa urin doang WKWKWK lawak bgt dokter sama perawatnyaa

bukannya diperiksa sputum sama ronsen lagi, mana dikasih obar pelancar BAK, padahal bisa BAK, infus habis mala diajarin nge klem dateng 10 menit setelah dipanggil

BENER BENER JELEKKK, GA SESUAII, PERCUMA BGT NGEHABISIN UANG DISITU, BALEK BALEK SAYA BAWA MAMA KE RS DR OEN SEPERTI BIASANYA BELIAU BEROBAT

tolong untuk perawat, dokter lebih logis lagi ya pelayanannya, tolong lebih gercep jugaa hasil lab nunggu 3 jam baru bisa dibawa ke bangsal mana ga dikasi sesuai kelasnya wkwkkwkwkwkwkwk

sakit pernafasan disuruh tes urin, itu perintah dokternya loh, untung aja balek.

sumpah gasuka bgt sama pelayanannyaaa, super duper jelekkkkkkkkkkkk"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Mantap"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"alhamdulillah nyaman"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Pegawainya ramah-ramah, luar biasa. Tempatnya nyaman dan bersih."
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Tempatnya nyaman, petugas dan stafnya ramah"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"tempatnya nyaman, bersih, petugas dan para staffnya ramah"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Pemulasaranan jenazah ibu parinem sangat baik"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Pelayanan RSUD bung Karno bagus dokternya ramah dan memakai jkn lebih mudah terimakasih"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Alhamdulillah pelayanannya baik rsud bung karno selalu maju ,memakai jkn sangat mudah  terimakaih"
"RSUD Bung Karno Kota Surakarta","https://www.google.com/maps/search/?api=1&query=RSUD%20Bung%20Karno%20Kota%20Surakarta&query_place_id=ChIJ3XnIywMXei4ROK7LSxFnnz0","5",,,"Untuk pelayanan sangat baik"
