"title","url","stars","name","reviewUrl","text"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Was admitted here for a few days in Maria 3 ward. During that time, the staffs, both medical and non medical, were so kind and helpful. The room were also clean as well. Thank you so much for helping me getting better those past few days. Hope you guys will keep up the good work."
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Bersih dan rapi
Petugas peeawat,dokter ditanya tanya enak jawabnya dan sangat ramah"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Terimakasih atas pelayanan dan perawatan ibu saya,tak lupa semua perawat suster Ruang Yosep sdh sabar dan pelayannya,siip jaga terus kredibilitas pelayan yg lbh baik"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Pelayanan diruang Yosef bagus. Perawat ramah ramah. Sopan."
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Tempatnya bagus,rapi , nyaman sekali ruangan nya🙏 terimakasih RS brayat minulnya berkat suster "" yang baik dan sabar ayah saya jadi sembuh🥰🥰🥰"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Mantap....
Pelayanan maximal...
Terimakasih banyak untuk ruang maria yg telah merawat ku dengan sepenuh hati... Senantiasa cinta kasih Tuhan melingkupi kita semua... Amin"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Perawat Ruang Maria ramah, pelayanan baik dan responsif.
Bravo!"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Ruang yosep, perawatannya baik,respon cepat,ramah , trimakasih sudah di rawat"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Ruang Yoseph Pelayanan bagus, ramah dan responnya cepat.
Terima kasih RS. Brayat M."
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Berobat di RS brayat.. Pelayanan memuaskan.. Ramah"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Pelayanan yg baik,jadwal oprasi pun cepat,kebersihan yg baik"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"waktu saya asma dibawa ke igd dan sangatt kewren pelayanannya baik dokter maupun perawatnya🫰🏽😁"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Ruang Theresia 101B an gabriela
Pelayanan baik, perawat tanggap dan ramah
Rs brayat semakin maju dan berkembang"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Pelayanan baik,di ruang yosep"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"Kamar 101A pelayanan baik"
"RS Brayat Minulya","https://www.google.com/maps/search/?api=1&query=RS%20Brayat%20Minulya&query_place_id=ChIJyazc9scXei4RSMD_Pq1tPyY","5",,,"puas dengan pelayanannya"
